 H2              H2O                                             
                                                                 
                                 


  OPTIONS:  joules                                  



  TEMPERATURE SCHEDULE

     300.000     310.000     320.000     330.000     340.000     350.000
     360.000     370.000     380.000     390.000     400.000     410.000
     420.000     430.000     440.000     450.000     460.000     470.000
     480.000     490.000     500.000     510.000     520.000     530.000
     540.000     550.000     560.000     570.000     580.000     590.000
     600.000     610.000     620.000     630.000     640.000     650.000
     660.000     670.000     680.000     690.000     700.000     710.000
     720.000     730.000     740.000     750.000     760.000     770.000
     780.000     790.000     800.000     810.000     820.000     830.000
     840.000     850.000     860.000     870.000     880.000     890.000
     900.000     910.000     920.000     930.000     940.000     950.000
     960.000     970.000     980.000     990.000    1000.000



   NOTE:  Thermodynamic properties calculated for temperatures outside the range of 
        the fitted data may have large errors.  This program allows calculations only 
        for temperatures within 20% above or below the fitted temperature range.




                      COEFFICIENTS FOR FITTED THERMODYNAMIC FUNCTIONS


      H2                Ref-Elm. Gurvich,1978 pt1 p103 pt2 p31.                       
       3 tpis78 H   2.00    0.00    0.00    0.00    0.00 0      2.01588          0.000
          200.000  1000.000 7 -2.0 -1.0  0.0  1.0  2.0  3.0  4.0  0.0         8468.102
       4.078323210E+04-8.009186040E+02 8.214702010E+00-1.269714457E-02 1.753605076E-05
      -1.202860270E-08 3.368093490E-12 0.000000000E+00 2.682484665E+03-3.043788844E+01
         1000.000  6000.000 7 -2.0 -1.0  0.0  1.0  2.0  3.0  4.0  0.0         8468.102
       5.608128010E+05-8.371504740E+02 2.975364532E+00 1.252249124E-03-3.740716190E-07
       5.936625200E-11-3.606994100E-15 0.000000000E+00 5.339824410E+03-2.202774769E+00
         6000.000 20000.000 7 -2.0 -1.0  0.0  1.0  2.0  3.0  4.0  0.0         8468.102
       4.966884120E+08-3.147547149E+05 7.984121880E+01-8.414789210E-03 4.753248350E-07
      -1.371873492E-11 1.605461756E-16 0.000000000E+00 2.488433516E+06-6.695728110E+02




   THERMODYNAMIC FUNCTIONS CALCULATED FROM COEFFICIENTS FOR H2              


      T         Cp        H-H298        S      -(G-H298)/T      H        delta Hf     log K
    deg-K    J/mol-K      kJ/mol     J/mol-K     J/mol-K      kJ/mol      kJ/mol

      0        0.         -8.468       0.        INFINITE     -8.468        0       INFINITE
     700      29.444      11.748     155.607     138.823      11.748        0           0   
     710      29.460      12.043     156.024     139.063      12.043        0           0   
     720      29.477      12.337     156.437     139.301      12.337        0           0   
     730      29.494      12.632     156.843     139.539      12.632        0           0   
     740      29.512      12.927     157.245     139.775      12.927        0           0   
     750      29.530      13.223     157.641     140.011      13.223        0           0   
     760      29.549      13.518     158.032     140.245      13.518        0           0   
     770      29.568      13.814     158.419     140.479      13.814        0           0   
     780      29.588      14.109     158.800     140.711      14.109        0           0   
     790      29.608      14.405     159.177     140.943      14.405        0           0   
     800      29.629      14.701     159.550     141.173      14.701        0           0   
     810      29.651      14.998     159.918     141.402      14.998        0           0   
     820      29.673      15.295     160.282     141.630      15.295        0           0   
     830      29.696      15.591     160.642     141.857      15.591        0           0   
     840      29.719      15.888     160.998     142.083      15.888        0           0   
     850      29.743      16.186     161.349     142.307      16.186        0           0   
     860      29.767      16.483     161.697     142.531      16.483        0           0   
     870      29.793      16.781     162.042     142.753      16.781        0           0   
     880      29.819      17.079     162.382     142.974      17.079        0           0   
     890      29.845      17.377     162.719     143.194      17.377        0           0   
     900      29.873      17.676     163.053     143.413      17.676        0           0   
     910      29.901      17.975     163.383     143.631      17.975        0           0   
     920      29.931      18.274     163.710     143.847      18.274        0           0   
     930      29.961      18.574     164.034     144.062      18.574        0           0   
     940      29.992      18.873     164.355     144.277      18.873        0           0   
     950      30.025      19.173     164.672     144.490      19.173        0           0   
     960      30.058      19.474     164.987     144.702      19.474        0           0   
     970      30.093      19.775     165.298     144.912      19.775        0           0   
     980      30.129      20.076     165.607     145.122      20.076        0           0   
     990      30.167      20.377     165.913     145.330      20.377        0           0   
    1000      30.206      20.679     166.217     145.538      20.679        0           0   









                      COEFFICIENTS FOR FITTED THERMODYNAMIC FUNCTIONS


      H2O               Hf:Cox,1989. Woolley,1987. TRC(10/88) tuv25.                  
       2 g 8/89 H   2.00O   1.00    0.00    0.00    0.00 0     18.01528    -241826.000
          200.000  1000.000 7 -2.0 -1.0  0.0  1.0  2.0  3.0  4.0  0.0         9904.092
      -3.947960830E+04 5.755731020E+02 9.317826530E-01 7.222712860E-03-7.342557370E-06
       4.955043490E-09-1.336933246E-12 0.000000000E+00-3.303974310E+04 1.724205775E+01
         1000.000  6000.000 7 -2.0 -1.0  0.0  1.0  2.0  3.0  4.0  0.0         9904.092
       1.034972096E+06-2.412698562E+03 4.646110780E+00 2.291998307E-03-6.836830480E-07
       9.426468930E-11-4.822380530E-15 0.000000000E+00-1.384286509E+04-7.978148510E+00




   THERMODYNAMIC FUNCTIONS CALCULATED FROM COEFFICIENTS FOR H2O             


      T         Cp        H-H298        S      -(G-H298)/T      H        delta Hf     log K
    deg-K    J/mol-K      kJ/mol     J/mol-K     J/mol-K      kJ/mol      kJ/mol

      0        0.         -9.904       0.        INFINITE   -251.730    -238.922    INFINITE
     300      33.596       0.062     189.037     188.830    -241.764    -241.844     39.7840
     310      33.643       0.398     190.139     188.854    -241.428    -241.944     38.4254
     320      33.696       0.735     191.208     188.911    -241.091    -242.044     37.1512
     330      33.753       1.072     192.246     188.997    -240.754    -242.144     35.9537
     340      33.815       1.410     193.254     189.107    -240.416    -242.245     34.8262
     350      33.881       1.749     194.236     189.240    -240.077    -242.345     33.7627
     360      33.950       2.088     195.191     189.392    -239.738    -242.446     32.7579
     370      34.024       2.428     196.122     189.561    -239.398    -242.547     31.8069
     380      34.101       2.768     197.031     189.746    -239.058    -242.647     30.9057
     390      34.182       3.110     197.917     189.944    -238.716    -242.747     30.0503
     400      34.265       3.452     198.784     190.154    -238.374    -242.847     29.2374
     410      34.352       3.795     199.631     190.375    -238.031    -242.947     28.4637
     420      34.440       4.139     200.460     190.605    -237.687    -243.046     27.7267
     430      34.532       4.484     201.271     190.844    -237.342    -243.145     27.0236
     440      34.625       4.830     202.066     191.090    -236.996    -243.244     26.3522
     450      34.721       5.176     202.846     191.343    -236.650    -243.342     25.7104
     460      34.818       5.524     203.610     191.601    -236.302    -243.440     25.0962
     470      34.918       5.873     204.360     191.865    -235.953    -243.537     24.5079
     480      35.019       6.222     205.096     192.133    -235.604    -243.634     23.9440
     490      35.121       6.573     205.819     192.405    -235.253    -243.731     23.4028
     500      35.225       6.925     206.529     192.680    -234.901    -243.827     22.8831

     510      35.330       7.278     207.228     192.958    -234.548    -243.922     22.3835
     520      35.436       7.631     207.915     193.239    -234.195    -244.017     21.9030
     530      35.544       7.986     208.591     193.523    -233.840    -244.112     21.4404
     540      35.653       8.342     209.257     193.808    -233.484    -244.205     20.9948
     550      35.762       8.699     209.912     194.095    -233.127    -244.299     20.5653
     560      35.873       9.057     210.557     194.383    -232.769    -244.392     20.1509
     570      35.984       9.417     211.193     194.672    -232.409    -244.484     19.7509
     580      36.097       9.777     211.820     194.963    -232.049    -244.576     19.3646
     590      36.210      10.139     212.438     195.254    -231.687    -244.667     18.9912
     600      36.324      10.501     213.047     195.545    -231.325    -244.758     18.6301
     610      36.439      10.865     213.649     195.837    -230.961    -244.848     18.2807
     620      36.554      11.230     214.242     196.129    -230.596    -244.937     17.9425
     630      36.670      11.596     214.828     196.421    -230.230    -245.026     17.6149
     640      36.787      11.964     215.406     196.713    -229.862    -245.115     17.2974
     650      36.904      12.332     215.978     197.005    -229.494    -245.203     16.9896
     660      37.022      12.702     216.542     197.297    -229.124    -245.290     16.6910
     670      37.140      13.072     217.100     197.588    -228.754    -245.376     16.4012
     680      37.259      13.444     217.651     197.879    -228.382    -245.462     16.1198
     690      37.379      13.818     218.196     198.170    -228.008    -245.548     15.8465
     700      37.499      14.192     218.734     198.460    -227.634    -245.632     15.5809
     710      37.620      14.568     219.267     198.749    -227.258    -245.716     15.3227
     720      37.741      14.944     219.794     199.038    -226.882    -245.800     15.0716
     730      37.863      15.322     220.315     199.326    -226.504    -245.883     14.8273
     740      37.985      15.702     220.831     199.613    -226.124    -245.965     14.5895
     750      38.108      16.082     221.342     199.899    -225.744    -246.046     14.3580
     760      38.231      16.464     221.848     200.185    -225.362    -246.127     14.1325
     770      38.354      16.847     222.348     200.469    -224.979    -246.207     13.9128
     780      38.478      17.231     222.844     200.753    -224.595    -246.287     13.6986
     790      38.603      17.616     223.335     201.036    -224.210    -246.365     13.4898
     800      38.728      18.003     223.821     201.317    -223.823    -246.444     13.2862
     810      38.853      18.391     224.303     201.598    -223.435    -246.521     13.0875
     820      38.979      18.780     224.781     201.878    -223.046    -246.598     12.8936
     830      39.105      19.170     225.254     202.157    -222.656    -246.674     12.7043
     840      39.232      19.562     225.723     202.435    -222.264    -246.749     12.5195
     850      39.359      19.955     226.188     202.711    -221.871    -246.823     12.3389
     860      39.486      20.349     226.649     202.987    -221.477    -246.897     12.1625
     870      39.613      20.745     227.106     203.262    -221.081    -246.970     11.9901
     880      39.741      21.142     227.560     203.535    -220.684    -247.043     11.8216
     890      39.869      21.540     228.009     203.808    -220.286    -247.114     11.6568
     900      39.998      21.939     228.456     204.079    -219.887    -247.185     11.4957
     910      40.126      22.340     228.898     204.349    -219.486    -247.255     11.3380
     920      40.255      22.742     229.338     204.619    -219.084    -247.325     11.1837
     930      40.384      23.145     229.774     204.887    -218.681    -247.394     11.0327
     940      40.514      23.549     230.206     205.154    -218.277    -247.462     10.8849
     950      40.643      23.955     230.636     205.420    -217.871    -247.529     10.7401
     960      40.773      24.362     231.062     205.685    -217.464    -247.596     10.5983
     970      40.902      24.770     231.485     205.948    -217.056    -247.662     10.4594
     980      41.032      25.180     231.905     206.211    -216.646    -247.727     10.3233
     990      41.161      25.591     232.322     206.473    -216.235    -247.791     10.1899
    1000      41.291      26.003     232.737     206.733    -215.823    -247.855     10.0592







